surface,winner_rank,loser_rank
Hard,9,11
Hard,6,102
Hard,21,7
Hard,2,24
Hard,34,23
Hard,14,49
Hard,6,9
Hard,2,21
Hard,14,34
Hard,2,6
Hard,14,2
Clay,148,47
Clay,46,28
Clay,18,38
Clay,9,51
Clay,61,30
Clay,79,57
Clay,35,49
Clay,26,20
Clay,274,14
Clay,58,13
Clay,37,84
Clay,39,24
Clay,31,22
Clay,52,98
Clay,12,116
Clay,15,19
Clay,27,25
Clay,21,50
Clay,56,33
Clay,29,32
Clay,10,36
Clay,17,105
Clay,23,42
Clay,40,48
Clay,2,148
Clay,18,46
Clay,9,61
Clay,8,79
Clay,35,53
Clay,26,274
Clay,37,58
Clay,5,39
Clay,6,31
Clay,12,52
Clay,27,15
Clay,21,4
Clay,7,56
Clay,10,29
Clay,17,23
Clay,1,40
Clay,2,18
Clay,8,9
Clay,35,26
Clay,5,37
Clay,6,12
Clay,21,27
Clay,10,7
Clay,1,17
Clay,2,8
Clay,5,35
Clay,6,21
Clay,1,10
Clay,2,5
Clay,1,6
Clay,1,2
Hard,65,61
Hard,197,76
Hard,18,71
Hard,87,813
Hard,78,117
Hard,16,37
Hard,20,120
Hard,69,129
Hard,51,60
Hard,28,15
Hard,22,32
Hard,277,231
Hard,8,65
Hard,18,197
Hard,14,87
Hard,78,16
Hard,20,69
Hard,13,51
Hard,28,22
Hard,3,277
Hard,18,8
Hard,14,78
Hard,20,13
Hard,3,28
Hard,14,18
Hard,3,20
Hard,14,3
Hard,4,39
Hard,64,27
Hard,20,23
Hard,16,63
Hard,6,60
Hard,50,57
Hard,38,22
Hard,17,29
Hard,13,19
Hard,43,32
Hard,25,180
Hard,24,10
Hard,18,68
Hard,54,73
Hard,45,99
Hard,2,94
Hard,4,64
Hard,20,16
Hard,6,50
Hard,38,17
Hard,13,43
Hard,24,25
Hard,54,18
Hard,2,45
Hard,20,4
Hard,6,38
Hard,13,24
Hard,2,54
Hard,20,6
Hard,2,13
Hard,2,20
Hard,102,215
Hard,50,84
Hard,38,181
Hard,78,140
Hard,62,325
Hard,45,56
Hard,52,39
Hard,93,71
Hard,123,90
Hard,36,451
Hard,95,58
Hard,266,79
Hard,31,102
Hard,50,38
Hard,32,78
Hard,62,45
Hard,52,93
Hard,123,28
Hard,36,95
Hard,266,13
Hard,50,31
Hard,32,62
Hard,52,123
Hard,36,266
Hard,50,32
Hard,36,52
Hard,36,50
Grass,58,273
Grass,60,72
Grass,49,119
Grass,196,117
Grass,105,70
Grass,37,116
Grass,55,40
Grass,256,92
Grass,118,74
Grass,44,82
Grass,53,46
Grass,68,146
Grass,23,58
Grass,49,60
Grass,196,39
Grass,37,105
Grass,55,256
Grass,28,118
Grass,44,53
Grass,14,68
Grass,49,23
Grass,37,196
Grass,28,55
Grass,44,14
Grass,49,37
Grass,44,28
Grass,49,44
Clay,87,41
Clay,32,75
Clay,17,53
Clay,13,49
Clay,27,50
Clay,57,36
Clay,21,22
Clay,114,34
Clay,19,23
Clay,9,203
Clay,51,31
Clay,84,29
Clay,24,60
Clay,42,46
Clay,12,607
Clay,15,28
Clay,30,333
Clay,44,35
Clay,26,65
Clay,20,251
Clay,10,119
Clay,37,14
Clay,48,25
Clay,103,69
Clay,3,87
Clay,32,17
Clay,13,27
Clay,8,57
Clay,4,21
Clay,114,19
Clay,9,51
Clay,52,84
Clay,6,24
Clay,12,42
Clay,15,30
Clay,2,44
Clay,5,26
Clay,20,10
Clay,37,48
Clay,1,103
Clay,3,32
Clay,13,8
Clay,114,4
Clay,52,9
Clay,6,12
Clay,15,2
Clay,5,20
Clay,1,37
Clay,3,13
Clay,52,114
Clay,6,15
Clay,1,5
Clay,3,52
Clay,1,6
Clay,3,1
Hard,76,46
Hard,48,142
Hard,69,53
Hard,120,42
Hard,83,62
Hard,57,114
Hard,43,80
Hard,107,58
Hard,51,105
Hard,64,68
Hard,40,100
Hard,132,215
Hard,63,67
Hard,115,472
Hard,90,1045
Hard,94,41
Hard,81,79
Hard,88,49
Hard,108,75
Hard,70,153
Hard,73,134
Hard,56,154
Hard,65,44
Hard,366,39
Hard,61,82
Hard,52,370
Hard,72,78
Hard,50,150
Hard,77,66
Hard,124,152
Hard,45,85
Hard,87,55
Hard,2,76
Hard,28,48
Hard,25,69
Hard,16,120
Hard,9,83
Hard,18,57
Hard,29,43
Hard,6,107
Hard,51,4
Hard,64,34
Hard,26,40
Hard,132,13
Hard,12,63
Hard,24,115
Hard,90,35
Hard,94,5
Hard,8,81
Hard,88,37
Hard,19,108
Hard,11,70
Hard,15,73
Hard,21,56
Hard,65,31
Hard,112,366
Hard,7,61
Hard,36,52
Hard,22,72
Hard,10,50
Hard,14,77
Hard,124,23
Hard,38,45
Hard,1,87
Hard,28,2
Hard,16,25
Hard,18,9
Hard,6,29
Hard,51,64
Hard,26,132
Hard,12,24
Hard,94,90
Hard,88,8
Hard,19,11
Hard,15,21
Hard,112,65
Hard,7,36
Hard,10,22
Hard,14,124
Hard,1,38
Hard,16,28
Hard,6,18
Hard,26,51
Hard,12,94
Hard,19,88
Hard,15,112
Hard,7,10
Hard,1,14
Hard,6,16
Hard,26,12
Hard,15,19
Hard,1,7
Hard,6,26
Hard,1,15
Hard,1,6
Hard,92,93
Hard,53,83
Hard,49,64
Hard,52,81
Hard,59,61
Hard,63,205
Hard,47,87
Hard,420,116
Hard,72,581
Hard,55,184
Hard,40,82
Hard,177,80
Hard,168,68
Hard,46,77
Hard,57,84
Hard,44,167
Hard,90,69
Hard,74,176
Hard,60,50
Hard,42,75
Hard,43,158
Hard,58,79
Hard,65,542
Hard,45,67
Hard,166,377
Hard,103,56
Hard,112,98
Hard,182,109
Hard,76,51
Hard,38,71
Hard,66,73
Hard,149,48
Hard,2,92
Hard,53,37
Hard,49,27
Hard,16,52
Hard,14,59
Hard,20,63
Hard,47,33
Hard,7,420
Hard,4,72
Hard,55,32
Hard,40,25
Hard,18,177
Hard,12,168
Hard,46,23
Hard,29,57
Hard,10,44
Hard,6,90
Hard,35,74
Hard,60,22
Hard,11,42
Hard,19,43
Hard,58,26
Hard,65,28
Hard,5,45
Hard,9,166
Hard,36,103
Hard,24,112
Hard,13,182
Hard,17,76
Hard,21,38
Hard,30,66
Hard,1,149
Hard,4,55
Hard,18,40
Hard,12,46
Hard,10,29
Hard,6,35
Hard,11,60
Hard,58,19
Hard,5,65
Hard,9,36
Hard,13,24
Hard,21,17
Hard,1,30
Hard,16,49
Hard,14,20
Hard,7,47
Hard,53,2
Hard,16,53
Hard,12,10
Hard,9,13
Hard,14,7
Hard,6,11
Hard,5,58
Hard,18,4
Hard,1,21
Hard,14,16
Hard,18,12
Hard,5,6
Hard,1,9
Hard,14,18
Hard,1,5
Hard,1,14
Hard,6,105
Hard,43,90
Hard,74,543
Hard,102,30
Hard,15,95
Hard,1045,75
Hard,79,46
Hard,26,64
Hard,21,60
Hard,58,446
Hard,85,247
Hard,127,12
Hard,54,31
Hard,62,809
Hard,32,34
Hard,8,61
Hard,43,6
Hard,102,74
Hard,15,1045
Hard,26,79
Hard,21,58
Hard,85,127
Hard,62,54
Hard,32,8
Hard,43,102
Hard,15,26
Hard,21,85
Hard,32,62
Hard,15,43
Hard,21,32
Hard,15,21
Hard,38,40
Hard,134,72
Hard,31,63
Hard,41,265
Hard,195,58
Hard,36,37
Hard,29,61
Hard,71,44
Hard,43,93
Hard,50,35
Hard,52,66
Hard,149,45
Hard,38,20
Hard,31,134
Hard,28,41
Hard,36,195
Hard,71,29
Hard,22,43
Hard,50,52
Hard,17,149
Hard,38,31
Hard,28,36
Hard,22,71
Hard,50,17
Hard,28,38
Hard,22,50
Hard,22,28
Clay,113,507
Clay,138,634
Clay,113,138
Clay,507,769
Hard,47,215
Hard,80,90
Hard,47,80
Hard,88,105
Hard,96,50
Hard,88,321
Hard,96,657
Clay,67,277
Clay,59,329
Clay,277,59
Clay,67,329
Hard,26,203
Hard,13,137
Hard,,380
Hard,13,203
Hard,236,260
Hard,120,423
Hard,245,260
Hard,236,177
Hard,14,101
Hard,103,79
Hard,190,79
Grass,15,127
Grass,21,123
Hard,26,12
Hard,16,54
Hard,12,16
Hard,54,26
Grass,11,77
Grass,20,24
Grass,11,20
Clay,54,146
Clay,40,174
Clay,90,317
Clay,54,670
Hard,1,200
Hard,79,23
Hard,1,79
Hard,23,200
Clay,40,52
Clay,36,94
Clay,40,36
Hard,30,50
Hard,7,58
Hard,30,7
Hard,50,58
Clay,67,405
Clay,81,240
Clay,67,81
Clay,405,240
Hard,2,87
Hard,6,157
Hard,2,6
Hard,64,2
Hard,49,55
Hard,2,49
Hard,114,53
Hard,78,10
Hard,21,50
Hard,10,50
Hard,17,42
Hard,11,18
Hard,11,17
Hard,18,
Clay,12,122
Clay,16,47
Clay,16,12
Clay,47,122
Clay,17,245
Clay,19,44
Clay,10,274
Clay,9,245
Hard,42,318
Hard,41,602
Hard,41,318
Hard,602,167
Hard,6,41
Hard,38,20
Hard,38,6
Hard,41,20
Hard,271,2147
Hard,859,541
Hard,541,1301
Hard,859,2147
Clay,80,384
Clay,210,135
Clay,80,210
Hard,296,
Hard,311,760
Hard,296,
Hard,311,
Hard,637,680
Hard,571,735
Hard,793,
Hard,735,637
Clay,423,410
Clay,744,323
Clay,423,323
Clay,410,1352
Hard,460,335
Hard,86,779
Hard,86,460
Hard,779,742
Hard,73,513
Hard,154,454
Hard,381,1356
Hard,612,
Hard,242,769
Hard,741,475
Hard,242,1211
Hard,741,
Carpet,,118
Carpet,374,854
Carpet,1452,1105
Carpet,,2085
Carpet,623,880
Carpet,387,829
Carpet,623,387
Carpet,880,829
Clay,173,420
Clay,367,273
Clay,173,273
Hard,461,304
Hard,139,
Hard,139,304
Hard,,569
Hard,418,537
Hard,167,
Hard,167,418
Hard,211,1055
Carpet,133,564
Carpet,107,297
Carpet,133,107
Hard,933,870
Hard,904,
Hard,904,
Hard,933,
Hard,462,
Hard,884,1436
Hard,462,884
Hard,,1436
Hard,1205,447
Hard,504,987
Hard,447,987
Hard,504,1205
Clay,227,
Clay,529,1189
Clay,227,1121
Hard,,601
Hard,353,
Hard,353,
Hard,601,
Hard,,727
Hard,799,1774
Hard,1774,727
Hard,799,
Clay,1198,
Clay,,
Clay,1198,
Clay,1270,2005
Clay,747,580
Clay,638,1539
Clay,580,638
Clay,664,
Hard,,
Hard,316,
Hard,316,
Hard,,1774
Clay,687,1343
Clay,,686
Clay,686,687
Clay,,740
Clay,665,780
Clay,,530
Clay,665,530
Clay,,780
Hard,449,
Hard,613,
Hard,449,
Hard,1336,
Hard,543,1343
Hard,621,528
Hard,528,543
Hard,1343,621
Hard,213,1205
Hard,539,161
Hard,213,539
Hard,788,
Hard,84,195
Hard,85,108
Hard,414,84
Hard,85,195
Hard,55,658
Hard,48,930
Hard,48,658
Hard,129,930
Hard,193,95
Hard,103,132
Hard,105,95
Hard,582,249
Hard,202,160
Hard,193,181
Hard,160,193
Hard,202,639
Hard,37,116
Hard,14,121
Hard,14,37
Hard,238,518
Clay,122,431
Clay,124,165
Clay,612,89
Clay,203,197
Clay,566,809
Clay,197,612
Hard,20,163
Hard,15,185
Hard,15,
Hard,46,185
Clay,195,1774
Clay,172,
Clay,172,
Clay,195,
Hard,438,416
Hard,63,841
Hard,63,416
Grass,217,427
Grass,150,626
Grass,,655
Grass,626,217
Clay,172,225
Clay,97,175
Clay,172,97
Clay,225,175
Clay,198,1250
Clay,263,222
Clay,383,
Clay,263,1250
Clay,147,522
Clay,162,161
Clay,162,147
Hard,317,90
Hard,49,434
Hard,49,317
Clay,327,
Clay,395,243
Clay,327,
Clay,395,
Hard,45,98
Hard,36,39
Hard,32,258
Hard,93,178
Hard,62,131
Hard,101,34
Hard,35,66
Hard,70,111
Hard,73,41
Hard,31,150
Hard,63,105
Hard,193,96
Hard,45,15
Hard,32,36
Hard,27,93
Hard,101,62
Hard,70,35
Hard,21,73
Hard,31,63
Hard,10,193
Hard,32,45
Hard,101,27
Hard,21,70
Hard,31,10
Hard,101,32
Hard,31,21
Hard,101,31
Hard,43,65
Hard,60,64
Hard,100,47
Hard,80,154
Hard,98,49
Hard,25,295
Hard,77,40
Hard,70,174
Hard,128,76
Hard,198,33
Hard,120,42
Hard,55,484
Hard,43,15
Hard,100,60
Hard,19,80
Hard,98,25
Hard,77,70
Hard,22,128
Hard,198,120
Hard,12,55
Hard,43,100
Hard,19,98
Hard,77,22
Hard,12,198
Hard,19,43
Hard,77,12
Hard,19,77
Hard,72,101
Hard,52,529
Hard,48,198
Hard,135,66
Hard,144,114
Hard,47,46
Hard,55,39
Hard,130,567
Hard,137,213
Hard,73,38
Hard,361,122
Hard,395,88
Hard,72,20
Hard,48,52
Hard,24,135
Hard,47,144
Hard,55,130
Hard,137,29
Hard,361,73
Hard,18,395
Hard,72,48
Hard,24,47
Hard,55,137
Hard,18,361
Hard,24,72
Hard,18,55
Hard,24,18
Hard,134,145
Hard,79,51
Hard,34,66
Hard,94,104
Hard,46,65
Hard,44,438
Hard,42,122
Hard,96,287
Hard,119,100
Hard,49,84
Hard,214,56
Hard,101,113
Hard,25,134
Hard,34,79
Hard,31,94
Hard,44,46
Hard,42,96
Hard,27,119
Hard,49,214
Hard,18,101
Hard,25,34
Hard,44,31
Hard,42,27
Hard,18,49
Hard,25,44
Hard,18,42
Hard,18,25
Clay,58,95
Clay,101,92
Clay,40,168
Clay,71,249
Clay,52,132
Clay,46,368
Clay,47,115
Clay,116,108
Clay,89,143
Clay,50,51
Clay,90,264
Clay,60,94
Clay,20,58
Clay,40,101
Clay,71,34
Clay,46,52
Clay,47,116
Clay,21,89
Clay,50,90
Clay,18,60
Clay,20,40
Clay,71,46
Clay,21,47
Clay,50,18
Clay,71,20
Clay,50,21
Clay,71,50
Clay,194,110
Clay,119,158
Clay,63,102
Clay,69,162
Clay,84,154
Clay,54,413
Clay,57,77
Clay,128,59
Clay,78,163
Clay,79,53
Clay,68,136
Clay,87,96
Clay,29,194
Clay,63,119
Clay,31,69
Clay,54,84
Clay,57,128
Clay,36,78
Clay,79,68
Clay,87,22
Clay,29,63
Clay,31,54
Clay,36,57
Clay,87,79
Clay,29,31
Clay,87,36
Clay,87,29
Clay,154,137
Clay,81,118
Clay,55,74
Clay,158,151
Clay,141,83
Clay,58,68
Clay,67,115
Clay,76,228
Clay,114,217
Clay,59,364
Clay,126,222
Clay,129,95
Clay,22,154
Clay,55,81
Clay,158,47
Clay,58,141
Clay,67,76
Clay,35,114
Clay,59,126
Clay,20,129
Clay,55,22
Clay,58,158
Clay,35,67
Clay,59,20
Clay,58,55
Clay,35,59
Clay,58,35
Hard,55,53
Hard,224,179
Hard,38,103
Hard,190,172
Hard,120,233
Hard,43,69
Hard,114,97
Hard,81,61
Hard,115,57
Hard,52,436
Hard,77,232
Hard,80,85
Hard,55,14
Hard,224,38
Hard,18,190
Hard,120,43
Hard,81,114
Hard,22,115
Hard,52,77
Hard,9,80
Hard,224,55
Hard,18,120
Hard,81,22
Hard,9,52
Hard,18,224
Hard,9,81
Hard,9,18
Hard,77,272
Hard,57,76
Hard,72,65
Hard,68,66
Hard,82,84
Hard,54,124
Hard,85,105
Hard,50,71
Hard,48,344
Hard,63,199
Hard,78,88
Hard,53,98
Hard,81,86
Hard,116,79
Hard,52,69
Hard,67,61
Hard,17,77
Hard,44,57
Hard,72,36
Hard,68,32
Hard,21,82
Hard,47,54
Hard,35,85
Hard,31,50
Hard,48,25
Hard,42,63
Hard,49,78
Hard,20,53
Hard,81,33
Hard,116,39
Hard,52,43
Hard,15,67
Hard,17,44
Hard,72,68
Hard,47,21
Hard,35,31
Hard,42,48
Hard,49,20
Hard,81,116
Hard,15,52
Hard,17,72
Hard,35,47
Hard,49,42
Hard,81,15
Hard,17,35
Hard,49,81
Hard,49,17
Clay,72,69
Clay,58,669
Clay,48,84
Clay,65,56
Clay,88,57
Clay,28,154
Clay,82,34
Clay,54,244
Clay,63,86
Clay,41,106
Clay,67,112
Clay,51,59
Clay,18,72
Clay,48,58
Clay,20,65
Clay,28,88
Clay,54,82
Clay,63,21
Clay,41,67
Clay,15,51
Clay,48,18
Clay,28,20
Clay,63,54
Clay,15,41
Clay,48,28
Clay,15,63
Clay,15,48
Hard,123,168
Hard,406,219
Hard,48,70
Hard,97,82
Hard,127,89
Hard,78,52
Hard,53,131
Hard,116,101
Hard,837,1809
Hard,60,
Hard,119,114
Hard,67,139
Hard,18,123
Hard,48,406
Hard,97,38
Hard,78,127
Hard,53,116
Hard,837,28
Hard,60,119
Hard,17,67
Hard,18,48
Hard,97,78
Hard,837,53
Hard,17,60
Hard,18,97
Hard,17,837
Hard,18,17
Hard,1,52
Hard,187,78
Hard,69,102
Hard,29,44
Hard,53,24
Hard,174,50
Hard,91,72
Hard,15,39
Hard,10,46
Hard,310,76
Hard,167,62
Hard,328,18
Hard,27,97
Hard,151,55
Hard,103,243
Hard,7,34
Hard,3,118
Hard,35,85
Hard,210,251
Hard,28,57
Hard,20,36
Hard,73,696
Hard,81,88
Hard,16,60
Hard,13,98
Hard,61,40
Hard,77,58
Hard,21,43
Hard,30,68
Hard,41,117
Hard,138,65
Hard,6,96
Hard,45,5
Hard,87,101
Hard,74,134
Hard,31,79
Hard,25,124
Hard,63,92
Hard,225,132
Hard,93,12
Hard,14,90
Hard,42,104
Hard,108,100
Hard,26,71
Hard,22,155
Hard,51,99
Hard,188,125
Hard,4,
Hard,8,223
Hard,308,129
Hard,37,143
Hard,32,49
Hard,19,185
Hard,75,110
Hard,80,106
Hard,11,56
Hard,17,59
Hard,64,
Hard,95,89
Hard,38,23
Hard,33,94
Hard,70,47
Hard,67,48
Hard,2,83
Hard,1,187
Hard,29,69
Hard,53,174
Hard,15,91
Hard,10,310
Hard,167,328
Hard,27,151
Hard,7,103
Hard,3,35
Hard,28,210
Hard,20,73
Hard,16,81
Hard,13,61
Hard,21,77
Hard,30,41
Hard,6,138
Hard,87,45
Hard,74,31
Hard,25,63
Hard,225,93
Hard,14,42
Hard,26,108
Hard,51,22
Hard,4,188
Hard,8,308
Hard,32,37
Hard,19,75
Hard,11,80
Hard,17,64
Hard,95,38
Hard,33,70
Hard,2,67
Hard,1,29
Hard,15,53
Hard,10,167
Hard,7,27
Hard,3,28
Hard,16,20
Hard,21,13
Hard,6,30
Hard,74,87
Hard,25,225
Hard,14,26
Hard,4,51
Hard,8,32
Hard,11,19
Hard,17,95
Hard,2,33
Hard,1,15
Hard,7,10
Hard,3,16
Hard,6,21
Hard,25,74
Hard,14,4
Hard,8,11
Hard,2,17
Hard,1,7
Hard,3,6
Hard,14,25
Hard,2,8
Hard,1,3
Hard,2,14
Hard,1,2
Hard,1,247
Hard,49,143
Hard,51,115
Hard,61,29
Hard,21,125
Hard,106,91
Hard,201,99
Hard,84,15
Hard,11,133
Hard,195,62
Hard,123,126
Hard,35,85
Hard,27,53
Hard,127,114
Hard,92,60
Hard,9,108
Hard,5,107
Hard,87,52
Hard,47,65
Hard,33,248
Hard,25,67
Hard,144,203
Hard,43,312
Hard,17,50
Hard,12,37
Hard,226,406
Hard,48,155
Hard,20,80
Hard,34,59
Hard,44,90
Hard,120,54
Hard,6,86
Hard,10,66
Hard,89,68
Hard,39,182
Hard,250,30
Hard,22,79
Hard,142,69
Hard,38,105
Hard,13,57
Hard,16,77
Hard,71,58
Hard,63,74
Hard,72,19
Hard,28,153
Hard,64,104
Hard,243,128
Hard,3,46
Hard,7,96
Hard,95,111
Hard,70,694
Hard,42,26
Hard,23,73
Hard,56,78
Hard,32,97
Hard,122,14
Hard,18,41
Hard,36,83
Hard,55,384
Hard,24,75
Hard,31,113
Hard,40,76
Hard,45,94
Hard,2,81
Hard,1,49
Hard,61,51
Hard,21,106
Hard,84,201
Hard,11,195
Hard,35,123
Hard,27,127
Hard,9,92
Hard,5,87
Hard,47,33
Hard,25,144
Hard,17,43
Hard,12,226
Hard,48,20
Hard,44,34
Hard,120,6
Hard,10,89
Hard,39,250
Hard,142,22
Hard,13,38
Hard,16,71
Hard,63,72
Hard,64,28
Hard,3,243
Hard,7,95
Hard,42,70
Hard,23,56
Hard,122,32
Hard,36,18
Hard,24,55
Hard,40,31
Hard,2,45
Hard,1,61
Hard,84,21
Hard,11,35
Hard,27,9
Hard,5,47
Hard,25,17
Hard,12,48
Hard,44,120
Hard,10,39
Hard,142,13
Hard,63,16
Hard,3,64
Hard,7,42
Hard,23,122
Hard,24,36
Hard,2,40
Hard,1,84
Hard,11,27
Hard,25,5
Hard,12,44
Hard,142,10
Hard,3,63
Hard,7,23
Hard,2,24
Hard,1,11
Hard,12,25
Hard,3,142
Hard,7,2
Hard,1,12
Hard,3,7
Hard,3,1
Grass,1,177
Grass,55,68
Grass,62,193
Grass,41,73
Grass,81,22
Grass,87,66
Grass,51,260
Grass,14,63
Grass,11,245
Grass,186,103
Grass,47,89
Grass,116,25
Grass,26,61
Grass,98,71
Grass,45,58
Grass,7,46
Grass,3,52
Grass,772,54
Grass,91,86
Grass,33,78
Grass,34,16
Grass,29,60
Grass,37,112
Grass,20,411
Grass,13,589
Grass,94,122
Grass,123,49
Grass,32,50
Grass,42,24
Grass,39,129
Grass,547,84
Grass,6,124
Grass,8,80
Grass,64,118
Grass,145,221
Grass,31,453
Grass,28,59
Grass,70,83
Grass,102,96
Grass,9,74
Grass,15,88
Grass,57,48
Grass,110,92
Grass,19,53
Grass,30,174
Grass,69,90
Grass,165,79
Grass,5,65
Grass,10,56
Grass,43,77
Grass,36,44
Grass,27,204
Grass,17,40
Grass,248,793
Grass,97,114
Grass,12,75
Grass,18,121
Grass,85,82
Grass,35,38
Grass,21,72
Grass,23,194
Grass,67,120
Grass,76,179
Grass,2,235
Grass,1,55
Grass,41,62
Grass,81,87
Grass,51,14
Grass,11,186
Grass,116,47
Grass,26,98
Grass,7,45
Grass,3,772
Grass,91,33
Grass,29,34
Grass,37,20
Grass,13,94
Grass,123,32
Grass,42,39
Grass,6,547
Grass,64,8
Grass,31,145
Grass,28,70
Grass,9,102
Grass,15,57
Grass,19,110
Grass,30,69
Grass,165,5
Grass,10,43
Grass,36,27
Grass,17,248
Grass,12,97
Grass,18,85
Grass,21,35
Grass,67,23
Grass,2,76
Grass,41,1
Grass,51,81
Grass,11,116
Grass,7,26
Grass,3,91
Grass,29,37
Grass,13,123
Grass,6,42
Grass,64,31
Grass,9,28
Grass,19,15
Grass,30,165
Grass,10,36
Grass,12,17
Grass,18,21
Grass,2,67
Grass,41,51
Grass,7,11
Grass,3,29
Grass,13,6
Grass,9,64
Grass,30,19
Grass,12,10
Grass,2,18
Grass,7,41
Grass,3,13
Grass,9,30
Grass,2,12
Grass,7,3
Grass,2,9
Grass,2,7
Clay,1,95
Clay,161,198
Clay,66,129
Clay,43,35
Clay,22,662
Clay,47,67
Clay,65,122
Clay,16,480
Clay,11,75
Clay,92,64
Clay,87,71
Clay,23,117
Clay,27,155
Clay,154,111
Clay,72,236
Clay,8,46
Clay,5,100
Clay,99,143
Clay,44,50
Clay,56,33
Clay,90,20
Clay,41,84
Clay,51,120
Clay,15,69
Clay,13,242
Clay,126,54
Clay,60,70
Clay,49,26
Clay,29,73
Clay,80,38
Clay,39,42
Clay,7,101
Clay,9,680
Clay,58,83
Clay,133,105
Clay,31,548
Clay,25,86
Clay,116,62
Clay,55,89
Clay,166,10
Clay,18,85
Clay,48,63
Clay,81,53
Clay,24,36
Clay,32,68
Clay,132,114
Clay,93,45
Clay,4,59
Clay,6,115
Clay,40,96
Clay,77,78
Clay,52,34
Clay,19,124
Clay,123,203
Clay,103,37
Clay,12,57
Clay,17,61
Clay,82,104
Clay,79,76
Clay,21,137
Clay,28,98
Clay,94,215
Clay,164,216
Clay,2,128
Clay,1,161
Clay,66,43
Clay,47,22
Clay,16,65
Clay,11,92
Clay,23,87
Clay,27,154
Clay,8,72
Clay,5,99
Clay,56,44
Clay,41,90
Clay,15,51
Clay,13,126
Clay,49,60
Clay,80,29
Clay,7,39
Clay,9,58
Clay,133,31
Clay,25,116
Clay,55,166
Clay,18,48
Clay,24,81
Clay,32,132
Clay,4,93
Clay,6,40
Clay,52,77
Clay,19,123
Clay,12,103
Clay,17,82
Clay,79,21
Clay,28,94
Clay,2,164
Clay,1,66
Clay,16,47
Clay,11,23
Clay,8,27
Clay,56,5
Clay,15,41
Clay,13,49
Clay,80,7
Clay,9,133
Clay,55,25
Clay,24,18
Clay,4,32
Clay,6,52
Clay,12,19
Clay,17,79
Clay,2,28
Clay,1,16
Clay,8,11
Clay,15,56
Clay,13,80
Clay,55,9
Clay,4,24
Clay,12,6
Clay,2,17
Clay,1,8
Clay,15,13
Clay,4,55
Clay,2,12
Clay,1,15
Clay,2,4
Clay,1,2
Hard,24,33
Hard,45,51
Hard,16,44
Hard,12,63
Hard,47,34
Hard,40,251
Hard,48,46
Hard,32,35
Hard,182,22
Hard,28,15
Hard,25,55
Hard,37,75
Hard,21,26
Hard,158,30
Hard,13,58
Hard,19,23
Hard,71,53
Hard,31,94
Hard,43,91
Hard,110,197
Hard,14,29
Hard,18,17
Hard,131,20
Hard,50,27
Hard,2,24
Hard,16,45
Hard,12,47
Hard,8,40
Hard,3,48
Hard,32,182
Hard,25,28
Hard,6,37
Hard,21,11
Hard,13,158
Hard,19,71
Hard,31,5
Hard,43,9
Hard,110,14
Hard,131,18
Hard,1,50
Hard,2,16
Hard,12,8
Hard,32,3
Hard,25,6
Hard,13,21
Hard,19,31
Hard,110,43
Hard,1,131
Hard,2,12
Hard,32,25
Hard,19,13
Hard,1,110
Hard,2,32
Hard,19,1
Hard,2,19
Hard,248,98
Hard,106,107
Hard,45,39
Hard,92,91
Hard,104,89
Hard,44,84
Hard,38,152
Hard,157,259
Hard,55,70
Hard,27,96
Hard,449,73
Hard,185,177
Hard,248,164
Hard,45,106
Hard,25,92
Hard,44,104
Hard,157,38
Hard,19,55
Hard,27,449
Hard,4,185
Hard,45,248
Hard,44,25
Hard,19,157
Hard,4,27
Hard,44,45
Hard,4,19
Hard,4,44
Clay,72,67
Clay,85,266
Clay,52,90
Clay,70,77
Clay,82,186
Clay,99,39
Clay,46,193
Clay,125,75
Clay,92,61
Clay,156,60
Clay,86,208
Clay,64,170
Clay,72,29
Clay,52,85
Clay,40,70
Clay,99,82
Clay,46,125
Clay,37,92
Clay,86,156
Clay,64,21
Clay,72,52
Clay,40,99
Clay,37,46
Clay,86,64
Clay,72,40
Clay,86,37
Clay,86,72
Grass,81,257
Grass,95,234
Grass,79,66
Grass,277,72
Grass,68,75
Grass,292,244
Grass,73,104
Grass,64,85
Grass,60,177
Grass,54,63
Grass,103,91
Grass,71,324
Grass,67,62
Grass,90,65
Grass,78,74
Grass,76,547
Grass,25,81
Grass,95,53
Grass,40,79
Grass,33,277
Grass,32,68
Grass,292,56
Grass,73,45
Grass,41,64
Grass,57,60
Grass,54,48
Grass,103,51
Grass,71,30
Grass,38,67
Grass,44,90
Grass,52,78
Grass,24,76
Grass,25,95
Grass,40,33
Grass,32,292
Grass,41,73
Grass,57,54
Grass,71,103
Grass,38,44
Grass,24,52
Grass,25,40
Grass,41,32
Grass,57,71
Grass,38,24
Grass,25,41
Grass,38,57
Grass,38,25
Clay,148,117
Clay,97,109
Clay,35,1008
Clay,114,496
Clay,125,159
Clay,85,33
Clay,39,88
Clay,77,154
Clay,270,174
Clay,200,53
Clay,71,69
Clay,59,164
Clay,148,22
Clay,35,97
Clay,24,114
Clay,125,85
Clay,39,77
Clay,25,270
Clay,71,200
Clay,15,59
Clay,148,35
Clay,24,125
Clay,25,39
Clay,15,71
Clay,148,24
Clay,25,15
Clay,148,25
Hard,4,6
Hard,9,6
Hard,4,9
Hard,2,9
Hard,2,11
Hard,2,4
Hard,7,5
Hard,3,7
Hard,5,3
