surface,winner_rank,loser_rank
Hard,84,592
Hard,84,453
Hard,592,251
Hard,279,171
Hard,116,896
Hard,171,
Hard,208,1488
Hard,237,408
Hard,296,
Clay,191,391
Clay,330,373
Clay,191,330
Clay,391,373
Hard,313,549
Hard,311,
Hard,,311
Clay,1455,1408
Clay,458,1674
Clay,458,
Clay,1408,1674
Clay,1485,1411
Clay,433,
Clay,433,1485
Clay,1378,
Hard,643,453
Hard,370,1398
Hard,453,370
Hard,643,1398
Hard,1371,
Hard,1402,1570
Hard,1371,1402
Hard,,1535
Hard,504,699
Hard,1070,598
Hard,,
Hard,322,
Hard,1519,1331
Hard,1015,
Hard,1221,
Hard,439,1164
Hard,981,978
Hard,439,978
Clay,41,870
Clay,834,284
Clay,41,834
Clay,,
Hard,838,860
Hard,630,1438
Hard,838,630
Clay,68,762
Clay,287,673
Clay,68,737
Hard,560,
Hard,951,
Hard,560,
Hard,951,
Hard,1027,411
Hard,842,807
Hard,807,411
Hard,32,
Hard,207,305
Hard,32,207
Hard,,
Clay,1428,240
Clay,482,590
Clay,878,1290
Clay,1581,716
Hard,396,113
Hard,135,505
Hard,113,135
Hard,396,505
Hard,289,254
Hard,97,325
Hard,97,289
Hard,254,325
Hard,70,355
Hard,133,106
Hard,70,133
Hard,355,106
Clay,65,276
Clay,208,98
Clay,570,233
Clay,32,147
Clay,130,95
Clay,130,32
Clay,95,138
Hard,195,35
Hard,49,141
Hard,586,85
Clay,98,190
Clay,6,389
Clay,6,190
Clay,200,426
Grass,83,
Grass,1770,378
Grass,83,1770
Grass,906,1770
Grass,,178
Grass,1753,776
Grass,1753,
Hard,332,132
Hard,247,213
Hard,132,248
Hard,263,332
Hard,308,253
Hard,194,
Hard,309,308
Hard,284,365
Hard,117,468
Hard,284,117
Hard,365,468
Hard,125,290
Hard,257,234
Hard,257,125
Hard,305,359
Hard,292,
Hard,328,169
Hard,388,
Clay,95,597
Clay,281,405
Clay,95,281
Clay,64,87
Clay,15,217
Clay,15,64
Clay,63,217
Hard,68,622
Hard,47,622
Hard,68,47
Hard,31,622
Hard,31,68
Hard,31,47
Hard,85,76
Hard,76,40
Hard,40,85
Hard,15,76
Hard,15,85
Hard,15,40
Hard,31,76
Hard,15,68
Hard,15,31
Hard,68,76
Clay,97,66
Clay,102,266
Clay,69,38
Clay,75,410
Clay,91,196
Clay,335,84
Clay,334,48
Clay,68,101
Clay,70,73
Clay,71,27
Clay,127,143
Clay,77,103
Clay,10,97
Clay,102,69
Clay,75,351
Clay,91,335
Clay,68,334
Clay,70,15
Clay,71,127
Clay,8,77
Clay,102,10
Clay,75,91
Clay,68,70
Clay,8,71
Clay,75,102
Clay,8,68
Clay,8,75
Grass,95,247
Grass,75,81
Grass,45,72
Grass,103,99
Grass,76,74
Grass,57,301
Grass,44,100
Grass,69,87
Grass,176,84
Grass,47,89
Grass,78,86
Grass,96,82
Grass,30,95
Grass,75,45
Grass,103,33
Grass,76,57
Grass,69,44
Grass,41,176
Grass,47,78
Grass,24,96
Grass,30,75
Grass,103,76
Grass,41,69
Grass,24,47
Grass,30,103
Grass,24,41
Grass,30,24
Clay,92,89
Clay,143,87
Clay,61,133
Clay,79,66
Clay,100,453
Clay,55,99
Clay,57,84
Clay,104,163
Clay,159,182
Clay,134,59
Clay,74,71
Clay,94,97
Clay,92,32
Clay,61,143
Clay,79,43
Clay,55,100
Clay,57,104
Clay,159,29
Clay,134,74
Clay,94,14
Clay,92,61
Clay,55,79
Clay,57,159
Clay,94,134
Clay,92,55
Clay,94,57
Clay,92,94
Hard,147,423
Hard,123,95
Hard,129,38
Hard,63,92
Hard,86,102
Hard,50,109
Hard,87,55
Hard,62,440
Hard,58,59
Hard,47,85
Hard,60,164
Hard,114,69
Hard,147,23
Hard,123,129
Hard,63,33
Hard,50,86
Hard,62,87
Hard,58,35
Hard,47,60
Hard,13,114
Hard,123,147
Hard,50,63
Hard,62,58
Hard,13,47
Hard,123,50
Hard,13,62
Hard,123,13
Hard,87,95
Hard,84,43
Hard,32,150
Hard,79,53
Hard,75,65
Hard,38,110
Hard,70,45
Hard,58,154
Hard,93,80
Hard,97,48
Hard,167,100
Hard,64,158
Hard,17,87
Hard,32,84
Hard,79,20
Hard,38,75
Hard,58,70
Hard,28,93
Hard,97,167
Hard,15,64
Hard,17,32
Hard,38,79
Hard,28,58
Hard,15,97
Hard,38,17
Hard,15,28
Hard,15,38
Hard,150,104
Hard,247,127
Hard,65,164
Hard,108,113
Hard,74,177
Hard,69,173
Hard,122,176
Hard,121,195
Hard,106,451
Hard,28,693
Hard,301,153
Hard,446,145
Hard,15,150
Hard,247,65
Hard,25,108
Hard,74,69
Hard,121,122
Hard,24,106
Hard,301,28
Hard,4,446
Hard,15,247
Hard,74,25
Hard,24,121
Hard,4,301
Hard,15,74
Hard,4,24
Hard,15,4
Hard,123,185
Hard,187,89
Hard,96,71
Hard,77,92
Hard,111,88
Hard,93,42
Hard,68,340
Hard,82,110
Hard,129,72
Hard,67,199
Hard,74,
Hard,147,1529
Hard,123,25
Hard,187,96
Hard,28,77
Hard,93,111
Hard,82,68
Hard,129,35
Hard,67,74
Hard,15,147
Hard,187,123
Hard,93,28
Hard,129,82
Hard,15,67
Hard,93,187
Hard,129,15
Hard,129,93
Clay,93,123
Clay,206,263
Clay,65,45
Clay,64,51
Clay,153,207
Clay,79,41
Clay,68,50
Clay,143,70
Clay,111,108
Clay,103,43
Clay,77,105
Clay,44,132
Clay,11,93
Clay,65,206
Clay,64,28
Clay,153,79
Clay,68,143
Clay,23,111
Clay,77,103
Clay,44,8
Clay,11,65
Clay,64,153
Clay,68,23
Clay,44,77
Clay,64,11
Clay,68,44
Clay,68,64
Clay,100,99
Clay,92,69
Clay,87,75
Clay,114,102
Clay,121,98
Clay,71,210
Clay,76,251
Clay,186,135
Clay,110,89
Clay,84,230
Clay,131,115
Clay,78,334
Clay,100,32
Clay,87,92
Clay,114,63
Clay,121,71
Clay,76,186
Clay,110,48
Clay,84,131
Clay,78,4
Clay,87,100
Clay,114,121
Clay,110,76
Clay,78,84
Clay,114,87
Clay,78,110
Clay,114,78
Clay,282,113
Clay,98,99
Clay,86,108
Clay,122,119
Clay,159,141
Clay,118,66
Clay,95,195
Clay,135,1753
Clay,107,247
Clay,90,133
Clay,152,131
Clay,156,101
Clay,21,282
Clay,98,86
Clay,43,122
Clay,118,159
Clay,95,135
Clay,107,46
Clay,152,90
Clay,156,10
Clay,21,98
Clay,118,43
Clay,107,95
Clay,156,152
Clay,21,118
Clay,107,156
Clay,107,21
Hard,67,53
Hard,131,81
Hard,52,46
Hard,134,90
Hard,80,77
Hard,40,100
Hard,31,101
Hard,171,65
Hard,73,287
Hard,28,122
Hard,74,184
Hard,311,340
Hard,67,15
Hard,52,131
Hard,39,134
Hard,40,80
Hard,171,31
Hard,73,18
Hard,28,74
Hard,311,11
Hard,67,52
Hard,40,39
Hard,171,73
Hard,28,311
Hard,67,40
Hard,171,28
Hard,171,67
Clay,6,84
Clay,1821,110
Clay,86,138
Clay,40,49
Clay,11,102
Clay,43,417
Clay,60,72
Clay,21,123
Clay,33,104
Clay,114,55
Clay,94,67
Clay,19,106
Clay,23,120
Clay,63,61
Clay,39,68
Clay,3,139
Clay,6,1821
Clay,40,86
Clay,43,11
Clay,21,60
Clay,33,114
Clay,94,19
Clay,23,63
Clay,39,3
Clay,40,6
Clay,21,43
Clay,94,33
Clay,23,39
Clay,40,21
Clay,23,94
Clay,23,40
Hard,385,74
Hard,149,77
Hard,60,58
Hard,69,92
Hard,41,93
Hard,89,65
Hard,85,263
Hard,392,90
Hard,61,104
Hard,76,54
Hard,50,67
Hard,52,55
Hard,70,59
Hard,56,497
Hard,57,81
Hard,118,40
Hard,12,385
Hard,45,149
Hard,60,36
Hard,23,69
Hard,16,41
Hard,89,51
Hard,85,37
Hard,34,392
Hard,243,61
Hard,76,35
Hard,47,50
Hard,52,22
Hard,32,70
Hard,56,39
Hard,57,43
Hard,118,96
Hard,12,45
Hard,23,60
Hard,16,89
Hard,34,85
Hard,76,243
Hard,47,52
Hard,56,32
Hard,57,118
Hard,12,23
Hard,34,16
Hard,76,47
Hard,57,56
Hard,34,12
Hard,57,76
Hard,57,34
Hard,164,172
Hard,73,60
Hard,43,96
Hard,65,115
Hard,71,186
Hard,53,660
Hard,42,93
Hard,95,169
Hard,230,117
Hard,45,102
Hard,105,1032
Hard,68,125
Hard,18,164
Hard,73,43
Hard,23,65
Hard,53,71
Hard,95,42
Hard,55,230
Hard,45,105
Hard,9,68
Hard,73,18
Hard,53,23
Hard,55,95
Hard,9,45
Hard,53,73
Hard,9,55
Hard,9,53
Hard,1,79
Hard,52,101
Hard,122,46
Hard,30,44
Hard,26,75
Hard,138,134
Hard,37,448
Hard,78,16
Hard,11,243
Hard,57,92
Hard,100,210
Hard,28,67
Hard,34,90
Hard,45,95
Hard,70,129
Hard,6,105
Hard,3,226
Hard,186,140
Hard,123,119
Hard,32,33
Hard,17,98
Hard,65,188
Hard,50,82
Hard,15,214
Hard,49,12
Hard,60,74
Hard,61,102
Hard,117,18
Hard,168,29
Hard,76,155
Hard,89,85
Hard,41,9
Hard,5,56
Hard,190,48
Hard,64,225
Hard,27,130
Hard,40,21
Hard,94,83
Hard,97,84
Hard,8,136
Hard,14,63
Hard,39,187
Hard,131,550
Hard,22,54
Hard,58,35
Hard,53,216
Hard,62,69
Hard,4,73
Hard,7,182
Hard,59,96
Hard,72,68
Hard,25,66
Hard,20,127
Hard,71,42
Hard,47,139
Hard,10,81
Hard,13,38
Hard,80,87
Hard,93,99
Hard,86,23
Hard,31,106
Hard,219,43
Hard,55,174
Hard,2,51
Hard,1,52
Hard,30,122
Hard,26,138
Hard,37,78
Hard,11,57
Hard,28,100
Hard,45,34
Hard,6,70
Hard,3,186
Hard,32,123
Hard,17,65
Hard,15,50
Hard,49,60
Hard,61,117
Hard,76,168
Hard,89,41
Hard,5,190
Hard,27,64
Hard,94,40
Hard,97,8
Hard,14,39
Hard,22,131
Hard,58,53
Hard,4,62
Hard,59,7
Hard,25,72
Hard,20,71
Hard,10,47
Hard,80,13
Hard,93,86
Hard,31,219
Hard,2,55
Hard,1,30
Hard,26,37
Hard,11,28
Hard,6,45
Hard,3,32
Hard,17,15
Hard,49,61
Hard,76,89
Hard,5,27
Hard,97,94
Hard,14,22
Hard,58,4
Hard,25,59
Hard,20,10
Hard,80,93
Hard,2,31
Hard,1,26
Hard,6,11
Hard,3,17
Hard,49,76
Hard,97,5
Hard,58,14
Hard,20,25
Hard,2,80
Hard,6,1
Hard,49,3
Hard,58,97
Hard,2,20
Hard,6,49
Hard,2,58
Hard,2,6
Hard,1,148
Hard,88,77
Hard,121,127
Hard,26,52
Hard,18,113
Hard,37,78
Hard,66,143
Hard,94,16
Hard,9,81
Hard,31,76
Hard,74,48
Hard,98,22
Hard,28,117
Hard,51,35
Hard,46,38
Hard,5,53
Hard,3,246
Hard,72,57
Hard,382,448
Hard,32,63
Hard,20,193
Hard,97,267
Hard,36,80
Hard,15,214
Hard,11,92
Hard,42,47
Hard,67,108
Hard,62,27
Hard,24,172
Hard,40,145
Hard,139,345
Hard,101,8
Hard,7,82
Hard,109,141
Hard,45,64
Hard,44,29
Hard,60,21
Hard,58,103
Hard,49,79
Hard,10,242
Hard,13,111
Hard,85,128
Hard,39,149
Hard,19,50
Hard,54,33
Hard,34,129
Hard,131,112
Hard,4,119
Hard,6,41
Hard,61,102
Hard,89,43
Hard,25,91
Hard,17,125
Hard,93,106
Hard,68,107
Hard,12,59
Hard,14,120
Hard,55,1229
Hard,84,135
Hard,23,104
Hard,30,95
Hard,75,96
Hard,56,140
Hard,2,177
Hard,1,88
Hard,26,121
Hard,37,18
Hard,66,94
Hard,9,31
Hard,74,98
Hard,28,51
Hard,5,46
Hard,3,72
Hard,32,382
Hard,20,97
Hard,36,15
Hard,11,42
Hard,62,67
Hard,24,40
Hard,101,139
Hard,7,109
Hard,45,44
Hard,58,60
Hard,10,49
Hard,13,85
Hard,19,39
Hard,34,54
Hard,4,131
Hard,6,61
Hard,25,89
Hard,17,93
Hard,68,12
Hard,55,14
Hard,84,23
Hard,30,75
Hard,2,56
Hard,1,26
Hard,37,66
Hard,9,74
Hard,5,28
Hard,3,32
Hard,20,36
Hard,11,62
Hard,24,101
Hard,7,45
Hard,10,58
Hard,19,13
Hard,34,4
Hard,6,25
Hard,68,17
Hard,55,84
Hard,2,30
Hard,1,37
Hard,9,5
Hard,3,20
Hard,11,24
Hard,7,10
Hard,19,34
Hard,6,68
Hard,55,2
Hard,1,9
Hard,3,11
Hard,19,7
Hard,6,55
Hard,3,1
Hard,6,19
Hard,6,3
Grass,2,58
Grass,73,284
Grass,112,102
Grass,64,36
Grass,26,167
Grass,59,79
Grass,65,118
Grass,67,20
Grass,13,101
Grass,109,45
Grass,86,90
Grass,44,31
Grass,27,83
Grass,60,119
Grass,50,211
Grass,8,190
Grass,5,256
Grass,82,147
Grass,103,96
Grass,66,30
Grass,19,84
Grass,171,110
Grass,56,137
Grass,32,173
Grass,10,134
Grass,104,42
Grass,71,75
Grass,98,12
Grass,35,188
Grass,54,61
Grass,133,85
Grass,224,6
Grass,95,7
Grass,40,37
Grass,63,49
Grass,52,34
Grass,17,204
Grass,168,69
Grass,126,105
Grass,21,57
Grass,18,92
Grass,43,94
Grass,184,122
Grass,28,198
Grass,23,48
Grass,138,218
Grass,68,121
Grass,3,748
Grass,4,39
Grass,70,88
Grass,47,155
Grass,25,46
Grass,81,15
Grass,53,74
Grass,158,38
Grass,51,9
Grass,11,78
Grass,93,91
Grass,154,76
Grass,16,87
Grass,80,29
Grass,72,41
Grass,77,97
Grass,1,127
Grass,2,73
Grass,64,112
Grass,26,59
Grass,67,65
Grass,13,109
Grass,44,86
Grass,27,60
Grass,8,50
Grass,82,5
Grass,103,66
Grass,171,19
Grass,32,56
Grass,10,104
Grass,98,71
Grass,35,54
Grass,133,224
Grass,40,95
Grass,52,63
Grass,17,168
Grass,21,126
Grass,18,43
Grass,28,184
Grass,138,23
Grass,3,68
Grass,4,70
Grass,47,25
Grass,53,81
Grass,51,158
Grass,93,11
Grass,16,154
Grass,80,72
Grass,1,77
Grass,2,64
Grass,26,67
Grass,44,13
Grass,8,27
Grass,103,82
Grass,32,171
Grass,10,98
Grass,35,133
Grass,40,52
Grass,21,17
Grass,28,18
Grass,138,3
Grass,4,47
Grass,53,51
Grass,93,16
Grass,1,80
Grass,2,26
Grass,8,44
Grass,32,103
Grass,10,35
Grass,21,40
Grass,28,138
Grass,4,53
Grass,1,93
Grass,8,2
Grass,10,32
Grass,21,28
Grass,1,4
Grass,8,10
Grass,21,1
Grass,21,8
Clay,1,129
Clay,78,49
Clay,63,98
Clay,32,50
Clay,25,59
Clay,70,56
Clay,110,93
Clay,136,14
Clay,12,130
Clay,185,81
Clay,115,73
Clay,40,24
Clay,127,33
Clay,64,90
Clay,75,66
Clay,7,74
Clay,4,1072
Clay,188,54
Clay,71,79
Clay,46,26
Clay,18,128
Clay,122,104
Clay,45,88
Clay,17,105
Clay,10,173
Clay,103,48
Clay,87,124
Clay,86,20
Clay,36,83
Clay,157,91
Clay,62,42
Clay,6,116
Clay,9,44
Clay,141,92
Clay,117,101
Clay,37,306
Clay,190,206
Clay,72,94
Clay,69,278
Clay,11,146
Clay,13,100
Clay,315,84
Clay,155,41
Clay,22,134
Clay,35,266
Clay,108,68
Clay,57,61
Clay,5,182
Clay,8,119
Clay,39,213
Clay,96,156
Clay,160,34
Clay,21,307
Clay,51,76
Clay,65,77
Clay,15,58
Clay,16,53
Clay,85,43
Clay,38,412
Clay,67,30
Clay,29,113
Clay,97,197
Clay,60,80
Clay,3,102
Clay,1,78
Clay,32,63
Clay,70,25
Clay,136,110
Clay,12,185
Clay,40,115
Clay,64,127
Clay,7,75
Clay,4,188
Clay,46,71
Clay,18,122
Clay,17,45
Clay,10,103
Clay,87,86
Clay,36,157
Clay,6,62
Clay,9,141
Clay,37,117
Clay,72,190
Clay,11,69
Clay,13,315
Clay,22,155
Clay,35,108
Clay,5,57
Clay,8,39
Clay,96,160
Clay,21,51
Clay,65,15
Clay,16,85
Clay,38,67
Clay,29,97
Clay,3,60
Clay,1,32
Clay,70,136
Clay,12,40
Clay,7,64
Clay,4,46
Clay,18,17
Clay,10,87
Clay,6,36
Clay,9,37
Clay,72,11
Clay,22,13
Clay,35,5
Clay,8,96
Clay,21,65
Clay,38,16
Clay,3,29
Clay,1,70
Clay,12,7
Clay,4,18
Clay,6,10
Clay,72,9
Clay,22,35
Clay,8,21
Clay,3,38
Clay,1,12
Clay,6,4
Clay,72,22
Clay,8,3
Clay,1,6
Clay,8,72
Clay,1,8
Hard,41,64
Hard,26,93
Hard,21,31
Hard,15,37
Hard,27,32
Hard,83,50
Hard,23,29
Hard,33,82
Hard,62,24
Hard,14,35
Hard,47,46
Hard,48,71
Hard,51,40
Hard,42,39
Hard,68,17
Hard,19,69
Hard,104,38
Hard,25,53
Hard,415,254
Hard,59,44
Hard,57,16
Hard,78,20
Hard,28,73
Hard,22,216
Hard,3,41
Hard,21,26
Hard,15,27
Hard,8,83
Hard,5,23
Hard,33,62
Hard,14,47
Hard,48,6
Hard,51,7
Hard,68,42
Hard,19,104
Hard,4,25
Hard,12,415
Hard,57,59
Hard,28,78
Hard,2,22
Hard,3,21
Hard,8,15
Hard,5,33
Hard,14,48
Hard,51,68
Hard,19,4
Hard,12,57
Hard,2,28
Hard,3,8
Hard,5,14
Hard,19,51
Hard,2,12
Hard,3,5
Hard,19,2
Hard,3,19
Hard,124,117
Hard,88,93
Hard,74,87
Hard,85,95
Hard,113,1690
Hard,42,97
Hard,198,62
Hard,230,223
Hard,89,96
Hard,81,109
Hard,118,610
Hard,148,106
Hard,14,124
Hard,74,88
Hard,41,85
Hard,42,113
Hard,198,230
Hard,89,20
Hard,81,118
Hard,6,148
Hard,14,74
Hard,41,42
Hard,89,198
Hard,6,81
Hard,14,41
Hard,89,6
Hard,89,14
Clay,63,184
Clay,87,130
Clay,56,128
Clay,108,99
Clay,88,111
Clay,122,36
Clay,54,187
Clay,72,124
Clay,66,380
Clay,51,120
Clay,58,142
Clay,143,152
Clay,63,14
Clay,56,87
Clay,24,108
Clay,88,122
Clay,72,54
Clay,16,66
Clay,51,58
Clay,9,143
Clay,56,63
Clay,88,24
Clay,72,16
Clay,51,9
Clay,56,88
Clay,51,72
Clay,51,56
Hard,8,9
Hard,6,9
Hard,6,8
Hard,9,3
Hard,3,8
Hard,3,6
Hard,7,10
Hard,5,10
Hard,5,7
Hard,1,10
Hard,1,7
Hard,1,5
Hard,5,3
Hard,1,6
Hard,5,1
Hard,65,84
Hard,62,80
Hard,34,126
Hard,88,76
Hard,60,100
Hard,28,207
Hard,26,170
Hard,110,78
Hard,77,109
Hard,35,49
Hard,87,61
Hard,50,69
Hard,65,13
Hard,34,62
Hard,88,24
Hard,28,60
Hard,26,110
Hard,22,77
Hard,35,87
Hard,8,50
Hard,65,34
Hard,88,28
Hard,26,22
Hard,8,35
Hard,65,88
Hard,8,26
Hard,8,65
Clay,194,170
Clay,67,109
Clay,65,79
Clay,143,103
Clay,131,620
Clay,49,102
Clay,106,58
Clay,96,149
Clay,69,132
Clay,57,135
Clay,73,91
Clay,225,125
Clay,20,194
Clay,67,65
Clay,31,143
Clay,49,131
Clay,106,96
Clay,69,35
Clay,73,57
Clay,22,225
Clay,20,67
Clay,31,49
Clay,69,106
Clay,73,22
Clay,20,31
Clay,73,69
Clay,20,73
Clay,69,119
Clay,70,71
Clay,114,76
Clay,51,60
Clay,137,276
Clay,24,418
Clay,43,32
Clay,88,190
Clay,50,105
Clay,40,96
Clay,59,87
Clay,66,102
Clay,69,10
Clay,70,114
Clay,51,20
Clay,24,137
Clay,43,88
Clay,50,22
Clay,59,40
Clay,6,66
Clay,70,69
Clay,51,24
Clay,43,50
Clay,6,59
Clay,51,70
Clay,6,43
Clay,6,51
Grass,34,3
Grass,85,286
Grass,50,81
Grass,82,25
Grass,16,67
Grass,43,47
Grass,36,65
Grass,27,159
Grass,35,18
Grass,109,96
Grass,52,49
Grass,7,94
Grass,24,45
Grass,60,59
Grass,48,44
Grass,1,72
Grass,34,85
Grass,50,82
Grass,16,43
Grass,36,27
Grass,109,35
Grass,52,7
Grass,60,24
Grass,1,48
Grass,34,50
Grass,16,36
Grass,109,52
Grass,1,60
Grass,34,16
Grass,1,109
Grass,34,1
Hard,10,96
Hard,91,88
Hard,303,131
Hard,30,115
Hard,85,12
Hard,93,97
Hard,46,78
Hard,57,143
Hard,32,105
Hard,51,77
Hard,75,140
Hard,76,188
Hard,18,87
Hard,64,98
Hard,228,58
Hard,8,225
Hard,91,10
Hard,30,303
Hard,85,93
Hard,46,57
Hard,51,32
Hard,76,75
Hard,64,18
Hard,228,8
Hard,91,30
Hard,46,85
Hard,51,76
Hard,64,228
Hard,91,46
Hard,64,51
Hard,91,64
Hard,193,90
Hard,100,80
Hard,28,118
Hard,99,136
Hard,66,70
Hard,36,71
Hard,29,89
Hard,81,167
Hard,129,1341
Hard,47,113
Hard,53,109
Hard,56,116
Hard,193,13
Hard,100,28
Hard,16,99
Hard,36,66
Hard,29,81
Hard,17,129
Hard,47,53
Hard,56,22
Hard,193,100
Hard,16,36
Hard,17,29
Hard,47,56
Hard,16,193
Hard,47,17
Hard,47,16
Hard,15,195
Hard,41,81
Hard,56,417
Hard,42,147
Hard,30,138
Hard,74,116
Hard,112,66
Hard,34,78
Hard,50,37
Hard,46,179
Hard,99,72
Hard,23,70
Hard,33,159
Hard,82,88
Hard,43,115
Hard,117,4
Hard,15,41
Hard,42,56
Hard,74,30
Hard,34,112
Hard,50,46
Hard,23,99
Hard,82,33
Hard,117,43
Hard,15,42
Hard,34,74
Hard,23,50
Hard,117,82
Hard,15,34
Hard,23,117
Hard,23,15
Hard,48,10
Hard,59,73
Hard,39,82
Hard,35,67
Hard,64,23
Hard,134,
Hard,138,451
Hard,36,70
Hard,60,34
Hard,135,55
Hard,46,43
Hard,53,19
Hard,31,83
Hard,91,69
Hard,49,98
Hard,5,72
Hard,48,59
Hard,39,35
Hard,64,134
Hard,138,36
Hard,60,135
Hard,46,53
Hard,91,31
Hard,5,49
Hard,39,48
Hard,64,138
Hard,46,60
Hard,5,91
Hard,39,64
Hard,46,5
Hard,46,39
Clay,83,88
Clay,188,350
Clay,51,54
Clay,73,141
Clay,100,74
Clay,49,193
Clay,38,138
Clay,127,69
Clay,144,157
Clay,81,44
Clay,72,89
Clay,66,82
Clay,83,23
Clay,188,51
Clay,27,73
Clay,100,49
Clay,38,127
Clay,35,144
Clay,72,81
Clay,66,41
Clay,188,83
Clay,27,100
Clay,38,35
Clay,72,66
Clay,27,188
Clay,72,38
Clay,27,72
Hard,81,69
Hard,63,94
Hard,27,56
Hard,33,180
Hard,35,31
Hard,29,40
Hard,30,130
Hard,145,289
Hard,135,67
Hard,62,22
Hard,193,133
Hard,102,90
Hard,14,81
Hard,27,63
Hard,16,33
Hard,35,29
Hard,145,30
Hard,18,135
Hard,62,193
Hard,10,102
Hard,14,27
Hard,16,35
Hard,145,18
Hard,10,62
Hard,16,14
Hard,145,10
Hard,16,145
Clay,70,117
Clay,88,49
Clay,46,207
Clay,47,64
Clay,174,67
Clay,60,50
Clay,125,51
Clay,63,137
Clay,75,211
Clay,106,138
Clay,45,52
Clay,129,95
Clay,140,76
Clay,91,226
Clay,69,42
Clay,77,420
Clay,5,70
Clay,88,149
Clay,27,46
Clay,11,47
Clay,7,174
Clay,146,60
Clay,40,125
Clay,63,17
Clay,15,75
Clay,153,106
Clay,37,45
Clay,10,129
Clay,140,12
Clay,30,91
Clay,69,22
Clay,1,77
Clay,5,88
Clay,11,27
Clay,7,146
Clay,63,40
Clay,15,153
Clay,10,37
Clay,140,30
Clay,1,69
Clay,11,5
Clay,63,7
Clay,10,15
Clay,1,140
Clay,63,11
Clay,1,10
Clay,1,63
Hard,94,79
Hard,89,58
Hard,44,65
Hard,63,108
Hard,95,132
Hard,128,49
Hard,27,232
Hard,72,139
Hard,91,109
Hard,100,61
Hard,98,873
Hard,131,146
Hard,12,94
Hard,89,44
Hard,25,63
Hard,128,95
Hard,27,72
Hard,91,18
Hard,98,100
Hard,11,131
Hard,12,89
Hard,25,128
Hard,27,91
Hard,11,98
Hard,12,25
Hard,11,27
Hard,11,12
Hard,116,69
Hard,133,18
Hard,68,19
Hard,10,84
Hard,121,52
Hard,27,24
Hard,87,37
Hard,125,74
Hard,57,83
Hard,29,11
Hard,41,21
Hard,31,48
Hard,80,40
Hard,38,30
Hard,13,206
Hard,14,33
Hard,26,46
Hard,39,22
Hard,20,94
Hard,32,25
Hard,12,16
Hard,195,17
Hard,51,63
Hard,55,62
Hard,3,116
Hard,68,133
Hard,10,121
Hard,27,8
Hard,6,87
Hard,125,57
Hard,41,29
Hard,5,31
Hard,9,80
Hard,38,13
Hard,26,14
Hard,39,104
Hard,7,20
Hard,12,32
Hard,195,51
Hard,1,55
Hard,3,68
Hard,27,10
Hard,6,125
Hard,5,41
Hard,38,9
Hard,39,26
Hard,7,12
Hard,1,195
Hard,27,3
Hard,6,5
Hard,38,39
Hard,1,7
Hard,27,6
Hard,1,38
Hard,1,27
Clay,12,141
Clay,349,47
Clay,36,40
Clay,37,22
Clay,113,24
Clay,272,62
Clay,146,39
Clay,33,63
Clay,81,25
Clay,72,49
Clay,80,135
Clay,13,94
Clay,28,52
Clay,69,44
Clay,50,51
Clay,8,119
Clay,12,349
Clay,36,37
Clay,113,272
Clay,146,33
Clay,81,72
Clay,13,80
Clay,69,28
Clay,8,50
Clay,36,12
Clay,113,146
Clay,81,13
Clay,69,8
Clay,36,113
Clay,81,69
Clay,81,36
Clay,37,41
Clay,100,31
Clay,22,365
Clay,36,18
Clay,49,59
Clay,62,23
Clay,28,74
Clay,61,43
Clay,20,122
Clay,15,60
Clay,34,84
Clay,55,175
Clay,71,45
Clay,30,48
Clay,16,50
Clay,24,51
Clay,40,47
Clay,82,63
Clay,33,44
Clay,39,57
Clay,13,93
Clay,69,26
Clay,38,150
Clay,58,92
Clay,3,37
Clay,22,100
Clay,36,49
Clay,62,68
Clay,4,28
Clay,61,20
Clay,34,15
Clay,55,11
Clay,10,71
Clay,16,30
Clay,40,24
Clay,5,82
Clay,7,33
Clay,13,39
Clay,38,69
Clay,1,58
Clay,3,22
Clay,36,62
Clay,4,61
Clay,34,55
Clay,10,16
Clay,5,40
Clay,7,13
Clay,1,38
Clay,36,3
Clay,4,34
Clay,5,10
Clay,1,7
Clay,36,4
Clay,1,5
Clay,1,36
Hard,5,41
Hard,38,168
Hard,29,74
Hard,34,16
Hard,7,101
Hard,37,150
Hard,67,56
Hard,17,53
Hard,57,28
Hard,80,33
Hard,81,68
Hard,4,39
Hard,259,13
Hard,42,352
Hard,36,48
Hard,2,116
Hard,5,38
Hard,34,29
Hard,7,37
Hard,17,67
Hard,57,80
Hard,81,4
Hard,42,259
Hard,2,36
Hard,5,34
Hard,7,17
Hard,81,57
Hard,2,42
Hard,5,7
Hard,2,81
Hard,2,5
Hard,190,137
Hard,44,53
Hard,109,41
Hard,105,125
Hard,91,78
Hard,36,69
Hard,33,56
Hard,76,146
Hard,121,148
Hard,49,39
Hard,117,55
Hard,64,142
Hard,17,190
Hard,44,109
Hard,19,105
Hard,36,91
Hard,33,76
Hard,30,121
Hard,49,117
Hard,7,64
Hard,17,44
Hard,19,36
Hard,33,30
Hard,7,49
Hard,17,19
Hard,33,7
Hard,17,33
Clay,26,65
Clay,93,62
Clay,91,61
Clay,55,57
Clay,38,102
Clay,67,135
Clay,78,73
Clay,71,47
Clay,94,44
Clay,70,228
Clay,86,104
Clay,617,34
